,target,tokens,text
480,African,"['omg', 'i', 'just', 'read', 'that', 'president', 'trump', 'had', 'to', 'fire', 'omarosa', 'cuz', 'the', 'dumb', 'nigger', 'sow', 'got', 'drunk', 'and', 'had', 'a', 'category', '<number>', 'chimpout', 'in', 'the', 'white', 'house', '🐒']",omg i just read that president trump had to fire omarosa cuz the dumb nigger sow got drunk and had a category <number> chimpout in the white house 🐒
481,Homosexual,"['according', 'to', 'that', 'piranha', 'mouth', 'dyke', 'i', 'am', 'a', 'level', '<number>', 'gook', '🥴']",according to that piranha mouth dyke i am a level <number> gook 🥴
482,Jewish,"['ur', 'nazi', 'ur', 'nazi', 'u', 'am', 'nazi', 'is', 'usually', 'the', 'only', 'argument', 'the', 'kike', 'can', 'come', 'up', 'with', 'they', 'are', 'never', 'able', 'to', 'come', 'up', 'with', 'anything', 'to', 'say', 'to', 'try', 'to', 'prove', 'the', 'other', 'person', 'wrong']",ur nazi ur nazi u am nazi is usually the only argument the kike can come up with they are never able to come up with anything to say to try to prove the other person wrong
483,African,"['nigger', 'lovers', 'end', 'up', 'knocked', 'up', 'or', 'beat', 'up']",nigger lovers end up knocked up or beat up
484,African,"['fuck', 'off', 'you', 'nigger', 'loving', 'whore', 'your', 'mom', 'need', 'a', 'slap', 'upside', 'the', 'head', 'for', 'boring', 'such', 'a', 'chicken', 'shit', 'pansy']",fuck off you nigger loving whore your mom need a slap upside the head for boring such a chicken shit pansy
485,Islam,"['hear', 'hear', 'un', 'declared', 'rape', 'a', 'tool', 'of', 'war', 'yet', 'ignored', '<number>', 'million', 'white', 'children', 'raped', 'by', 'paki', 'muslims', 'i', 'fucking', 'hate', 'the', 'un']",hear hear un declared rape a tool of war yet ignored <number> million white children raped by paki muslims i fucking hate the un
486,Islam,"['mass', 'unmarked', 'moslem', 'graves', 'would']",mass unmarked moslem graves would
487,other,"['when', 'you', 'wanna', 'be', 'white', 'really', 'really', 'bad', 'but', 'you', 'are', 'just', 'a', 'fucking', 'wetback']",when you wanna be white really really bad but you are just a fucking wetback
488,Homosexual,"['like', 'pick', 'a', 'struggle', 'faggot']",like pick a struggle faggot
489,Islam,"['the', 'muslim', 'sandnigger', 'ones']",the muslim sandnigger ones
490,African,"['nigger', 'queers', 'are', 'the', 'worst']",nigger queers are the worst
491,African,"['<user>', '<user>', 'keep', 'that', 'same', 'energy', 'behind', 'bars', 'you', 'stupid', 'nigger']",<user> <user> keep that same energy behind bars you stupid nigger
492,African,"['<user>', 'wash', 'ya', 'face', 'u', 'stupid', 'nigger']",<user> wash ya face u stupid nigger
493,African,"['what', 'a', 'fucking', 'nigger']",what a fucking nigger
494,Jewish,"['i', 'think', 'the', 'one', 'she', 'replaced', 'was', 'actually', 'a', 'conservative', 'and', 'the', 'show', 'kike', 'producer', 'replaced', 'her', 'for', 'that']",i think the one she replaced was actually a conservative and the show kike producer replaced her for that
495,Islam,"['its', 'a', 'bloody', 'good', 'thing', 'that', 'muzzie', 'cunt', 'is', 'gone']",its a bloody good thing that muzzie cunt is gone
496,Jewish,"['apparently', 'cannot', 'read', 'either', 'stormer', 'women', 'are', 'off', 'limits', 'to', 'kike', 'mediatards']",apparently cannot read either stormer women are off limits to kike mediatards
497,African,"['you', 'will', 'not', 'see', 'one', 'nigger', 'all', 'day', 'until', 'you', 'walk', 'into', 'the', 'local', 'kfc', 'so', 'much', 'for', 'chicken', 'strips']",you will not see one nigger all day until you walk into the local kfc so much for chicken strips
498,African,"['paul', 'joseph', 'watson', 'thinks', 'he', 'looks', 'cool', 'with', 'a', 'ciggie', 'hanging', 'out', 'of', 'his', 'big', 'nigger', 'lips']",paul joseph watson thinks he looks cool with a ciggie hanging out of his big nigger lips
499,Jewish,"['girls', 'dont', 'exist', 'on', 'the', 'internet', 'stop', 'spreading', 'kike', 'lies', '<number>']",girls dont exist on the internet stop spreading kike lies <number>
500,African,"['my', 'job', 'is', 'not', 'to', 'entertain', 'you', 'that', 'nigger', '<number>', 'iq', 'can', 'not', 'really', 'be', 'helped']",my job is not to entertain you that nigger <number> iq can not really be helped
501,other,"['a', 'beaner', 'who', 'tried', 'snitching', 'on', 'atomwaffen', 'and', 'got', 'doxxed']",a beaner who tried snitching on atomwaffen and got doxxed
502,African,"['started', 'as', 'trash', 'ending', 'as', 'worthless', 'nigger', 'trash']",started as trash ending as worthless nigger trash
503,African,"['what', 'a', 'nigger']",what a nigger
504,Islam,"['is', 'not', 'it', 'nice', 'for', 'the', 'fuzzy', 'muzzies', 'to', 'receive', 'free', 'resources', 'at', 'the', 'expense', 'of', 'europeans', 'so', 'that', 'they', 'can', 'render', 'those', 'charitable', 'people', 'extinct']",is not it nice for the fuzzy muzzies to receive free resources at the expense of europeans so that they can render those charitable people extinct
505,African,"['blubber', 'lipped', 'spear', 'chucking', 'jigaboo', 'spook', 'coon', 'bison', 'nostril', 'velcro', 'headed', 'spaboolie', 'niggers', '🖕', '🐒']",blubber lipped spear chucking jigaboo spook coon bison nostril velcro headed spaboolie niggers 🖕 🐒
506,African,"['i', 'intensely', 'dislike', 'jews', 'i', 'am', 'not', 'going', 'to', 'link', 'up', 'with', 'a', 'filthy', 'white', 'hating', 'nigger', 'who', 'also', 'dislikes', 'them', 'just', 'because', 'he', 'nods', 'to', 'the', 'fuhrer']",i intensely dislike jews i am not going to link up with a filthy white hating nigger who also dislikes them just because he nods to the fuhrer
507,Jewish,"['this', 'little', 'kike', 'is', 'a', 'good', 'little', 'donkey', 'american']",this little kike is a good little donkey american
508,other,"['just', 'seen', 'somebody', 'eating', 'a', 'honeybun', 'with', 'cheese', 'on', 'it', 'im', 'getting', 'real', 'tired', 'of', 'you', 'niggers']",just seen somebody eating a honeybun with cheese on it im getting real tired of you niggers
509,other,"['not', 'a', 'damn', 'soul', 'bigoted', 'conservative', 'muzzies', 'with', 'no', 'concept', 'of', 'human', 'rights', 'mee', 'baeh', 'muslim', 'dhivehinge', 'khaalath', 'varah', 'dhera', 'ingeythoww', '🥵']",not a damn soul bigoted conservative muzzies with no concept of human rights mee baeh muslim dhivehinge khaalath varah dhera ingeythoww 🥵
510,other,"['<user>', 'some', 'shit', 'skin']",<user> some shit skin
511,other,"['how', 'to', 'keep', 'people', 'out', 'the', 'lab', 'play', 'nigger', 'music', 'over', 'the', 'lab', 'speaker']",how to keep people out the lab play nigger music over the lab speaker
512,African,"['maybe', 'she', 'thinks', 'jesus', 'is', 'black', 'too', 'that', 'reads', 'as', 'insecure', 'spiteful', 'nigger', 'talk', 'to', 'me']",maybe she thinks jesus is black too that reads as insecure spiteful nigger talk to me
513,African,"['dolezal', 'is', 'one', 'of', 'ourwimmin', 'trollin', 'the', 'kike', 'system', 'only', 'niggers', 'get', 'special', 'benefits', 'well', 'guess', 'what', 'hymie', 'i', 'too', 'am', 'tyrone', 'johnson']",dolezal is one of ourwimmin trollin the kike system only niggers get special benefits well guess what hymie i too am tyrone johnson
514,African,"['he', 'looks', 'like', 'another', 'entitled', 'nigger', 'i', 'know', 'of']",he looks like another entitled nigger i know of
515,African,"['hey', 'leave', '<user>', 'alone', 'his', 'wife', 'may', 'be', 'a', 'horse', 'faced', 'kike', 'but', 'i', 'personally', 'saw', 'chad', 'punch', 'a', 'nigger', 'square', 'in', 'the', 'face', 'at', 'cville', 'for', 'a', 'fat', 'homosexual', 'diabetes', 'pusher', 'he', 'based']",hey leave <user> alone his wife may be a horse faced kike but i personally saw chad punch a nigger square in the face at cville for a fat homosexual diabetes pusher he based
516,other,"['fuck', 'that', 'nasty', 'bitch', 'with', 'a', 'moslem', 'dick']",fuck that nasty bitch with a moslem dick
517,Islam,"['you', 'are', 'wrong', 'that', 'muzzie', 'was', 'testing', 'the', 'security', 'of', 'the', 'congregation']",you are wrong that muzzie was testing the security of the congregation
518,Islam,"['<user>', 'dude', 'wtf', 'you', 'put', 'towel', 'head', 'over', 'me']",<user> dude wtf you put towel head over me
519,African,"['<user>', '<user>', 'get', 'this', 'nigger', 'out', 'of', 'here']",<user> <user> get this nigger out of here
520,Islam,"['hi', 'my', 'name', 'is', 'kris', 'and', 'i', 'am', 'wa', 'wa', 'white', 'there', 'i', 'said', 'it', 'i', 'am', 'white', 'anyone', 'got', 'a', 'problem', 'with', 'that', 'can', 'go', 'fuck', 'themselves', 'especially', 'you', 'moslem', 'supremacist', 'donkey', 'drilling', 'cockroaches', 'fuck', 'islam', 'fuck', 'allah', 'and', 'fuck', 'libtards']",hi my name is kris and i am wa wa white there i said it i am white anyone got a problem with that can go fuck themselves especially you moslem supremacist donkey drilling cockroaches fuck islam fuck allah and fuck libtards
521,African,"['<number>', 'meters', 'jigaboo']",<number> meters jigaboo
522,African,"['<user>', 'make', 'sure', 'you', 'signal', 'and', 'bow', 'before', 'any', 'critique', 'of', 'this', 'dumb', 'coon', 'rand']",<user> make sure you signal and bow before any critique of this dumb coon rand
523,Islam,"['the', 'globalist', 'eu', 'jew', 'whores', 'are', 'sneering', 'at', 'trump', 'his', 'halt', 'of', 'the', 'sand', 'nigger', 'immivasion', 'because', 'he', 'exposing', 'them', 'to', 'be', 'the', 'weaklings', 'cultural', 'marxist', 'cowards', 'they', 'are']",the globalist eu jew whores are sneering at trump his halt of the sand nigger immivasion because he exposing them to be the weaklings cultural marxist cowards they are
524,Jewish,"['how', 'can', 'the', 'kike', 'apologist', 'negate', 'this', 'one', 'you', 'can', 'not', 'admit', 'it', 'they', 'are', 'scum', 'everything', 'you', 'learned', 'in', 'school', 'except', 'math', 'and', 'grammar', 'was', 'a', 'lie']",how can the kike apologist negate this one you can not admit it they are scum everything you learned in school except math and grammar was a lie
525,Islam,"['since', 'isis', 'has', 'more', 'credibility', 'than', 'the', 'fbi', 'and', 'they', 'claimed', 'this', 'massacre', '<number>', 'times', 'i', 'tend', 'to', 'believe', 'it', 'was', 'another', 'muzrat', 'terrorist', 'attack']",since isis has more credibility than the fbi and they claimed this massacre <number> times i tend to believe it was another muzrat terrorist attack
526,Jewish,"['aa', 'the', 'direct', 'appeal', 'to', 'the', 'most', 'base', 'human', 'desires', 'is', 'a', 'cheap', 'kike', 'trick', 'and', 'it', 'the', 'reason', 'that', 'people', 'call', 'jews', 'the', 'devil', 'and', 'satan']",aa the direct appeal to the most base human desires is a cheap kike trick and it the reason that people call jews the devil and satan
527,other,"['this', 'film', 'is', 'a', 'retarded', 'oscar', 'bait', 'whore', 'bitch', 'cunt', 'nigger', 'faggot', 'waste', 'of', 'fucking', 'time', 'jennay', 'is', 'a', 'whore']",this film is a retarded oscar bait whore bitch cunt nigger faggot waste of fucking time jennay is a whore
528,other,"['<user>', 'cries', 'in', 'ching', 'chong']",<user> cries in ching chong
529,Homosexual,"['bout', 'time', 'to', 'burn', 'some', 'dykes', 'its', 'a', 'strange', 'world']",bout time to burn some dykes its a strange world
530,African,"['<user>', 'fuck', 'you', 'and', 'die', 'you', 'fuckin', 'lezzie', 'nigger', 'white', 'hating', 'cunt']",<user> fuck you and die you fuckin lezzie nigger white hating cunt
531,Islam,"['expect', 'more', 'of', 'this', 'in', 'america', 'they', 'have', 'already', 'caught', 'muzrat', 'arsonists', 'here']",expect more of this in america they have already caught muzrat arsonists here
532,Jewish,"['<user>', 'no', 'wonder', 'you', 'are', 'charging', 'for', 'tweets', 'stereotypical', 'kyke', 'behavior', 'spy', 'and', 'propagandize', 'the', 'goys', 'but', 'remember', 'to', 'charge', 'them', 'for', 'you', 'fuckin', 'oven', 'nigger']",<user> no wonder you are charging for tweets stereotypical kyke behavior spy and propagandize the goys but remember to charge them for you fuckin oven nigger
533,Islam,"['lying', 'msm', 'sure', 'dropped', 'this', 'muzrat', 'terrorist', 'attack', 'quick']",lying msm sure dropped this muzrat terrorist attack quick
534,African,"['this', 'site', 'still', 'sucks', 'nigger', 'dick']",this site still sucks nigger dick
535,Jewish,"['zecharia', 'sitchin', 'is', 'what', 'happens', 'when', 'an', 'autistic', 'kike', 'finally', 'goes', 'batshit', 'crazy']",zecharia sitchin is what happens when an autistic kike finally goes batshit crazy
536,other,"['unless', 'mudshark', 'no', 'whites', 'act', 'that', 'entitled']",unless mudshark no whites act that entitled
537,Islam,"['i', 'can', 'figure', 'out', 'how', 'to', 'lower', 'the', 'security', 'costs', 'of', 'the', 'lyon', 'christmas', 'markets', 'arm', 'the', 'citizenry', 'and', 'actively', 'encourage', 'volunteer', 'militias', 'to', 'secure', 'the', 'marketplace', 'and', 'the', 'township', 'beyond', 'or', 'lock', 'every', 'mudslime', 'up', 'on', 'their', 'council', 'estates', 'for', 'the', 'duration', 'of', 'the', 'holiday', 'season', 'your', 'choice', 'france']",i can figure out how to lower the security costs of the lyon christmas markets arm the citizenry and actively encourage volunteer militias to secure the marketplace and the township beyond or lock every mudslime up on their council estates for the duration of the holiday season your choice france
538,African,"['give', 'a', 'nigger', 'an', 'inch', 'they', 'take', 'a', 'mile', 'lol', 'retarded', 'creatures', 'they', 'fuck', 'themselves', 'over', 'every', 'time']",give a nigger an inch they take a mile lol retarded creatures they fuck themselves over every time
539,Homosexual,"['no', 'one', 'is', 'transgender', 'it', 'is', 'a', 'behavioral', 'sin', 'like', 'so', 'many', 'queers', 'and', 'other', 'sinners', 'they', 'seek', 'acceptance', 'for', 'their', 'sin', 'lgbtq', 'usa']",no one is transgender it is a behavioral sin like so many queers and other sinners they seek acceptance for their sin lgbtq usa
540,African,"['<user>', 'fuck', 'that', 'nigger', 'he', 'got', 'shot', 'by', 'other', 'niggers', 'for', 'nigger', 'reasons', 'and', 'niggers', 'refuse', 'to', 'believe', 'that']",<user> fuck that nigger he got shot by other niggers for nigger reasons and niggers refuse to believe that
541,Islam,"['george', 'w', 'bush', 'proves', 'again', 'you', 'can', 'kill', 'millions', 'of', 'mudslimes', 'and', 'still', 'come', 'off', 'as', 'the', 'greater', 'hero', 'to', 'the', 'left', 'as', 'long', 'as', 'you', 'counter', 'signal', 'trump', 'non', 'violent', 'criticism', 'of', 'islam']",george w bush proves again you can kill millions of mudslimes and still come off as the greater hero to the left as long as you counter signal trump non violent criticism of islam
542,African,"['what', 'with', 'this', 'racist', 'coon', 'nurse', 'a', 'murderess', 'hang', 'her']",what with this racist coon nurse a murderess hang her
543,other,"['ching', 'chong', 'vibration']",ching chong vibration
544,African,"['it', 'all', 'fun', 'games', 'until', 'the', 'prison', 'sheboons', 'beat', 'her', 'half', 'to', 'death', 'for', 'appropriating', 'their', 'race', 'then', 'it', 'just', 'fun', '😄']",it all fun games until the prison sheboons beat her half to death for appropriating their race then it just fun 😄
