,index,Unnamed: 0.1,Unnamed: 0,label,target,tokens,text,topic
1236,3216,3216,11981423_gab,hatespeech,Jewish,"['fuck', 'me', 'i', 'have', 'fallen', 'for', 'yet', 'another', 'kike', 'merry', 'go', 'round', 'of', 'circular', 'non', 'arguments', 'about', 'the', 'holohoax', 'a', 'death', 'accountant', 'you', 'are', 'right', 'you', 'are', 'not', 'you', 'are', 'a', 'dumb', 'cunt', 'now', 'fuck', 'off', 'off', 'my', 'timeline', 'with', 'your', 'horse', 'shit']",fuck me i have fallen for yet another kike merry go round of circular non arguments about the holohoax a death accountant you are right you are not you are a dumb cunt now fuck off off my timeline with your horse shit,1
1238,3218,3218,24958450_gab,hatespeech,Jewish,"['idk', 'we', 'need', 'our', 'own', 'internet', 'and', 'need', 'to', 'trash', 'this', 'whole', 'system', 'if', 'gab', 'is', 'the', 'zenith', 'then', 'the', 'whole', 'thing', 'is', 'still', 'kike', 'bullshit', '<user>', '\u200d']",idk we need our own internet and need to trash this whole system if gab is the zenith then the whole thing is still kike bullshit <user> ‍,1
1239,3219,3219,27318507_gab,hatespeech,Jewish,"['lmfao', 'i', 'have', 'trs', 'guys', 'emailing', 'me', 'threats', 'and', 'shit', 'had', 'anglin', 'in', 'a', 'chat', 'stream', 'once', 'and', 'i', 'roasted', 'him', 'why', 'are', 'the', 'kike', 'kissers', 'so', 'worried', 'about', 'little', 'ol', 'me', 'dude', 'enoch', 'is', 'a', 'kike', 'get', 'over', 'it', 'i', 'am', 'shaking', 'in', 'my', 'boots', 'over', 'these', 'threats', 'faggot']",lmfao i have trs guys emailing me threats and shit had anglin in a chat stream once and i roasted him why are the kike kissers so worried about little ol me dude enoch is a kike get over it i am shaking in my boots over these threats faggot,1
1240,3220,3220,2677289_gab,hatespeech,African,"['<user>', 'lol', 'i', 'am', 'trying', 'hard', 'to', 'get', 'tossed', 'off', 'twitter', 'right', 'now', 'cunt', 'nigger', 'retard', 'fuck', 'white', 'power', 'still', 'getting', 'used', 'to', 'free', 'speech']",<user> lol i am trying hard to get tossed off twitter right now cunt nigger retard fuck white power still getting used to free speech,0
1241,3221,3221,12770966_gab,hatespeech,African,"['no', 'she', 'really', 'loved', 'the', 'ugly', 'nigger', 'lol']",no she really loved the ugly nigger lol,0
1242,3222,3222,9237072_gab,hatespeech,Homosexual,"['looking', 'forward', 'to', 'fag', 'and', 'dyke', 'pride', 'month', 'being', 'over', 'with']",looking forward to fag and dyke pride month being over with,3
1243,3223,3223,11787996_gab,hatespeech,Islam,"['just', 'a', 'reminder', 'that', 'whites', 'were', 'not', 'the', 'first', 'slaveholders', '—', 'it', 'was', 'the', 'moslems', 'the', 'slavs', 'were', 'the', 'first', 'slaves', 'during', 'the', 'moslem', 'invasion', 'of', 'europe']",just a reminder that whites were not the first slaveholders — it was the moslems the slavs were the first slaves during the moslem invasion of europe,2
1244,3224,3224,11225265_gab,hatespeech,Islam,"['i', 'bet', 'they', 'will', 'have', 'a', 'moslem', 'by', 'next', 'school', 'year', 'and', 'moments', 'of', 'silence', 'will', 'replace', 'all', 'prayers', 'what', 'kind', 'of', 'a', 'catholic', 'school', 'will', 'that', 'be', 'when', 'their', 'own', 'mission', 'statement', 'does', 'not', 'have', 'the', 'word', 'catholic', 'in', 'it', 'war', 'is', 'coming', 'thank', 'you', 'god']",i bet they will have a moslem by next school year and moments of silence will replace all prayers what kind of a catholic school will that be when their own mission statement does not have the word catholic in it war is coming thank you god,2
1245,3225,3225,15637257_gab,hatespeech,African,"['some', 'nigger', 'that', 'played', 'in', 'the', 'nfl']",some nigger that played in the nfl,0
1247,3233,3233,17397697_gab,hatespeech,African,"['how', 'many', 'in', 'percentage', 'form', 'jews', 'niggers', 'mexicans', 'muzzies', 'or', 'dot', 'heads', 'vote', 'for', 'less', 'government', 'intrusion', 'and', 'less', 'government', 'services']",how many in percentage form jews niggers mexicans muzzies or dot heads vote for less government intrusion and less government services,1
1248,3234,3234,15610807_gab,hatespeech,Islam,"['do', 'you', 'understand', 'the', 'morning', 'after', 'pill', 'do', 'you', 'understand', 'the', 'prevention', 'of', 'fertilization', 'or', 'do', 'you', 'think', 'when', 'a', 'muzzie', 'rapes', 'a', 'woman', 'it', 'really', 'cool', 'that', 'she', 'should', 'have', 'to', 'live', 'with', 'that', 'because', 'it', 'a', 'life']",do you understand the morning after pill do you understand the prevention of fertilization or do you think when a muzzie rapes a woman it really cool that she should have to live with that because it a life,2
1249,3235,3235,9243298_gab,hatespeech,African,"['nigger', 'ricans', 'too']",nigger ricans too,0
1250,3236,3236,4406976_gab,hatespeech,Jewish,"['<user>', 'yeah', 'well', 'i', 'could', 'not', 'listen', 'to', 'this', 'cernolispy', 'kike', 'fag', 'for', 'more', 'than', '5', 'sec']",<user> yeah well i could not listen to this cernolispy kike fag for more than 5 sec,1
1251,3237,3237,23025821_gab,hatespeech,African,"['thelma', 'and', 'louise', 'with', 'a', 'half', 'dozen', 'nigger', 'kids', 'in', 'the', 'back']",thelma and louise with a half dozen nigger kids in the back,0
1252,3239,3239,20710599_gab,hatespeech,African,"['it', 'funny', 'how', 'those', 'coons', 'drop', 'straight', 'to', 'the', 'ground', 'if', 'you', 'punch', 'em', 'in', 'just', 'the', 'right', 'place']",it funny how those coons drop straight to the ground if you punch em in just the right place,2
1253,3243,3243,20973633_gab,hatespeech,African,"['jesus', 'would', 'never', 'need', 'a', 'gun', 'to', 'kill', 'you', 'with', 'the', 'grids', 'will', 'suffice', 'and', 'he', 'would', 'never', 'listen', 'to', 'coon', 'tunes', 'other', 'than', 'that', 'cool', 'dream', 'hope', 'it', 'works', 'out', 'for', 'ya']",jesus would never need a gun to kill you with the grids will suffice and he would never listen to coon tunes other than that cool dream hope it works out for ya,3
1254,3247,3247,20685925_gab,hatespeech,Islam,"['i', 'guess', 'i', 'get', 'complacent', 'and', 'forget', 'not', 'everyone', 'lives', 'in', 'florida', 'or', 'has', 'heard', 'their', 'names', 'most', 'anyone', 'i', 'talk', 'to', 'in', 'a', 'real', 'life', 'situation', 'knows', 'of', 'them', 'of', 'course', 'most', 'anyone', 'i', 'talk', 'to', 'here', 'is', 'in', 'agreement', 'where', 'liberals', 'rats', 'and', 'muzzies', 'are', 'concerned']",i guess i get complacent and forget not everyone lives in florida or has heard their names most anyone i talk to in a real life situation knows of them of course most anyone i talk to here is in agreement where liberals rats and muzzies are concerned,2
1255,3252,3252,27088183_gab,hatespeech,African,"['one', 'time', 'i', 'went', 'to', 'chicago', 'and', 'there', 'was', 'a', 'homeless', 'nigger', 'railing', 'on', 'about', 'jews', 'should', 'we', 'support', 'him', 'why', 'or', 'why', 'not']",one time i went to chicago and there was a homeless nigger railing on about jews should we support him why or why not,1
1256,3253,3253,14923892_gab,hatespeech,Islam,"['i', 'had', 'to', 'read', 'up', 'on', 'them', 'when', 'i', 'started', 'playing', 'civilization', 'interesting', 'people', 'lots', 'of', 'animal', 'reverence', 'essentially', 'wiped', 'out', 'by', 'muzzies', 'this', 'is', 'why', 'muzzies', 'hate', 'dogs']",i had to read up on them when i started playing civilization interesting people lots of animal reverence essentially wiped out by muzzies this is why muzzies hate dogs,2
1257,3258,3258,1178321642650587137_twitter,hatespeech,African,"['<user>', 'people', 'like', 'you', 'are', 'supposed', 'to', 'be', 'in', 'the', 'streets', 'protesting', 'and', 'fighting', 'for', 'your', 'rights', 'coward', 'wignats', 'dindu', 'nuffin', 'ever', 'except', 'cry']",<user> people like you are supposed to be in the streets protesting and fighting for your rights coward wignats dindu nuffin ever except cry,0
1258,3260,3260,15451081_gab,hatespeech,African,"['are', 'not', 'you', 'late', 'for', 'watching', 'your', 'wife', 'getting', 'gang', 'banged', 'by', 'nigger', 'apes', 'you', 'race', 'traitor', 'cuck', 'a', 'war', 'is', 'coming', 'asshole']",are not you late for watching your wife getting gang banged by nigger apes you race traitor cuck a war is coming asshole,0
1259,3262,3262,1178858529370857474_twitter,hatespeech,African,"['destroy', 'the', 'niggers', 'and', 'the', 'niggers', 'the', 'n', 'ice', 'people']",destroy the niggers and the niggers the n ice people,0
1260,3268,3268,24168193_gab,hatespeech,Islam,"['or', 'the', 'construction', 'company', 'hired', 'some', 'raghead', 'sleeper', 'cell', 'asshole']",or the construction company hired some raghead sleeper cell asshole,0
1261,3270,3270,13385286_gab,hatespeech,Jewish,"['she', 'is', 'referring', 'to', 'the', 'de', 'niro', 'projects', 'financed', 'for', 'or', 'by', 'kike', 'rapist', 'harvey', 'weinstein', 'it', 'helps', 'if', 'you', 'took', 'english', 'reading', 'classes', 'dummy']",she is referring to the de niro projects financed for or by kike rapist harvey weinstein it helps if you took english reading classes dummy,1
1262,3272,3272,13075034_gab,hatespeech,African,"['jim', 'daughty', 'at', 'the', 'croton', 'gazette', 'is', 'a', 'nigger', 'lover', 'dickens', 'sneezed', 'a', 'lot']",jim daughty at the croton gazette is a nigger lover dickens sneezed a lot,0
1263,3273,3273,3337900_gab,hatespeech,African,"['i', 'am', 'tired', 'of', 'when', 'black', 'people', 'are', 'well', 'spoken', 'and', 'act', 'intelligent', 'other', 'black', 'people', 'say', 'stop', 'acting', 'white', 'it', 'not', 'acting', 'white', 'it', 'acting', 'intelligent', 'because', 'they', 'are', 'intelligent', 'stop', 'bitching', 'about', 'oppression', 'and', 'calling', 'others', 'coons', 'for', 'trying', 'to', 'do', 'better', 'in', 'life']",i am tired of when black people are well spoken and act intelligent other black people say stop acting white it not acting white it acting intelligent because they are intelligent stop bitching about oppression and calling others coons for trying to do better in life,0
1264,3280,3280,23728077_gab,hatespeech,African,"['because', 'that', 'is', 'freyrs', 'job', 'virility', 'and', 'why', 'has', 'not', 'jesus', 'turned', 'your', 'nigger', 'blood', 'white']",because that is freyrs job virility and why has not jesus turned your nigger blood white,0
1265,3281,3281,12006705_gab,hatespeech,African,"['how', 'do', 'you', 'keep', 'nigger', 'kids', 'from', 'jumping', 'on', 'the', 'bed', 'you', 'put', 'velcro', 'on', 'the', 'ceiling']",how do you keep nigger kids from jumping on the bed you put velcro on the ceiling,0
1266,3282,3282,5708239_gab,hatespeech,Jewish,"['if', 'i', 'was', 'trump', 'i', 'would', 'certainly', 'not', 'be', 'broadcasting', 'my', 'intentions', 'for', 'these', 'hooknosed', 'bastards', 'he', 'has', 'been', 'tossing', 'them', 'a', 'bone', 'for', 'the', 'time', 'being', 'while', 'he', 'figures', 'out', 'the', 'correct', 'strategy', 'needed', 'to', 'eliminate', 'this', 'toxic', 'and', 'distractive', 'influence', 'from', 'the', 'world']",if i was trump i would certainly not be broadcasting my intentions for these hooknosed bastards he has been tossing them a bone for the time being while he figures out the correct strategy needed to eliminate this toxic and distractive influence from the world,0
1267,3284,3284,17511383_gab,hatespeech,Homosexual,"['saw', 'a', 'pair', 'of', 'bull', 'dykes', 'while', 'shopping', 'today', 'i', 'lol', 'd', 'at', 'them']",saw a pair of bull dykes while shopping today i lol d at them,3
1268,3289,3289,26820144_gab,hatespeech,Jewish,"['most', 'uncomfortable', 'with', 'trump', 'kike', 'connection', 'hell', 'his', 'grandchildren', 'are', 'jews', 'not', 'good']",most uncomfortable with trump kike connection hell his grandchildren are jews not good,1
1270,3294,3294,12582904_gab,hatespeech,Jewish,"['hitler', 'made', 'numerous', 'peace', 'offers', 'but', 'uk', 'churchill', 'ignored', 'them', 'did', 'you', 'know', 'that', 'kike', 'puppet']",hitler made numerous peace offers but uk churchill ignored them did you know that kike puppet,0
1271,3295,3295,7132277_gab,hatespeech,African,"['super', 'rich', 'nigger', 'super', 'rich', 'jew', 'joins', 'forces', 'to', 'tell', 'us', 'how', 'horrible', 'the', 'white', 'man', 'is', 'white', 'people', 'stop', 'giving', 'your', 'money', 'to', 'people', 'that', 'hate', 'you']",super rich nigger super rich jew joins forces to tell us how horrible the white man is white people stop giving your money to people that hate you,1
1272,3298,3298,22168671_gab,hatespeech,African,"['life', 'under', 'nigger', 'rule', '<number>']",life under nigger rule <number>,0
1273,3300,3300,1178778954007810049_twitter,hatespeech,African,"['for', 'now', 'on', 'if', 'blacks', 'refer', 'to', 'whites', 'as', 'vinallas', 'i', 'will', 'refer', 'blacks', 'as', 'chocolates', 'or', 'niggers']",for now on if blacks refer to whites as vinallas i will refer blacks as chocolates or niggers,0
1276,3314,3314,24856797_gab,hatespeech,African,"['oy', 'vey', 'goy', 'nordic', 'resistance', 'movement', 'has', 'too', 'many', 'white', 'people', 'in', 'it', 'they', 'need', 'a', 'little', 'diversity', 'maybe', 'a', 'few', 'based', 'niggers', 'and', 'some', 'based', 'dune', 'coons', 'they', 'need', 'a', 'few', 'heeb', 'lawyers', 'too']",oy vey goy nordic resistance movement has too many white people in it they need a little diversity maybe a few based niggers and some based dune coons they need a few heeb lawyers too,1
1277,3317,3317,17905144_gab,hatespeech,African,"['imagine', 'believing', 'in', 'white', 'privilege', 'as', 'whites', 'are', 'ethnically', 'cleansed', 'in', 'their', 'own', 'countries', 'imagine', 'not', 'knowing', 'why', 'whites', 'must', 'learn', 'to', 'fly', 'not', 'be', 'weighed', 'down', 'by', 'the', 'shitskin', 'undertow', 'by', 'guilt', 'by', 'lies', 'trust', 'in', 'your', 'whiteness']",imagine believing in white privilege as whites are ethnically cleansed in their own countries imagine not knowing why whites must learn to fly not be weighed down by the shitskin undertow by guilt by lies trust in your whiteness,1
1278,3318,3318,10888163_gab,hatespeech,African,"['i', 'have', 'been', 'on', '<number>', 'since', 'a', 'kenyan', 'moslem', 'became', 'president']",i have been on <number> since a kenyan moslem became president,2
1279,3320,3320,24665773_gab,hatespeech,African,"['amy', 'loves', 'to', 'guzzle', 'down', 'nigger', 'cum']",amy loves to guzzle down nigger cum,0
1280,3321,3321,8648168_gab,hatespeech,Homosexual,"['that', 'little', 'snowflake', 'will', 'not', 'handle', 'those', 'big', 'diesel', 'dykes', 'very', 'well', 'actions', 'have', 'consequences', 'snowflake']",that little snowflake will not handle those big diesel dykes very well actions have consequences snowflake,3
1281,3322,3322,22369823_gab,hatespeech,African,"['disgusting', 'nigger', 'vermin']",disgusting nigger vermin,0
1282,3330,3330,15074528_gab,hatespeech,Islam,"['most', 'deserving', 'since', 'they', 'decided', 'that', 'muzzies', 'make', 'good', 'refugees']",most deserving since they decided that muzzies make good refugees,2
1283,3333,3333,19399191_gab,hatespeech,African,"['it', 'was', 'better', 'off', 'when', 'apartheid', 'existed', 'now', 'its', 'a', 'nigger', 'shithole', 'niggers', 'are', 'killing', 'whites', 'get', 'out', 'or', 'stay', 'away']",it was better off when apartheid existed now its a nigger shithole niggers are killing whites get out or stay away,0
1284,3334,3334,20317538_gab,hatespeech,African,"['hey', 'if', 'you', 'want', 'to', 'date', 'a', 'nigger', 'then', 'we', 'want', 'nothing', 'to', 'do', 'with', 'you', 'enjoy', 'your', 'filthy', 'fucking', 'ape', 'whore']",hey if you want to date a nigger then we want nothing to do with you enjoy your filthy fucking ape whore,0
1285,3335,3335,23164454_gab,hatespeech,Jewish,"['shut', 'your', 'filthy', 'lying', 'kike', 'mouth']",shut your filthy lying kike mouth,1
